place_id,place_name,state,latitude,longitude,place_type,month,climate,popularity_level,accessibility,budget_thousand_inr,trip_duration_days,companions,interest,safety_index,entry_fee,user_id,session_id,rating_given,review_text,travel_dates_start,travel_dates_end,device_type,engagement_score,mobility_restrictions,language_preference
5730,Goa,Goa,15.296181983406322,74.15898007577653,Beach,Jul,Cold,4.8,Moderate,11,1,Solo,Culture,1.2,50,4615,776815,3.1,Not worth the price.,2025-03-16,2025-03-17,mobile,50,Kids,Other
5731,Leh,Ladakh,34.17816450432571,77.3543460623119,Adventure,Jul,Cold,3.5,Moderate,24,14,Friends,Relaxation,3.3,50,1592,739054,1.9,Amazing place!,2025-11-30,2025-12-14,desktop,50,None,English
5732,Mysore,Karnataka,12.27618116163778,76.66663705184237,Heritage,Jan,Tropical,3.9,Easy,21,9,Friends,Relaxation,1.5,150,2941,477691,3.6,Great for families.,2025-02-24,2025-03-05,mobile,92,Kids,English
5733,Darjeeling,West Bengal,26.99278844893714,88.00719024987085,Hill Station,Jan,Arid,1.1,Moderate,11,1,Family,Spiritual,1.4,20,1330,107208,1.3,Not worth the price.,2025-11-04,2025-11-05,desktop,84,None,Hindi
5734,Mysore,Karnataka,12.52325117760455,76.68087532103378,Heritage,Jan,Cold,2.9,Hard,16,10,Couple,Spiritual,4.9,0,1469,351597,3.7,Could be better.,2025-09-08,2025-09-18,mobile,45,None,Other
5735,Jaipur,Rajasthan,27.050661726292834,75.7968755301911,Historical,May,Temperate,4.8,Moderate,18,10,Solo,Culture,3.6,20,3670,808993,2.1,Could be better.,2025-04-11,2025-04-21,mobile,32,Wheelchair,Hindi
5736,Varanasi,Uttar Pradesh,25.377839101917072,82.94750812704137,Spiritual,Sep,Tropical,1.4,Easy,23,2,Family,Culture,2.1,20,4694,954173,3.6,Not worth the price.,2025-03-19,2025-03-21,desktop,67,Wheelchair,Hindi
5737,Mysore,Karnataka,12.337653853236755,76.63054482192558,Heritage,Jul,Tropical,2.1,Hard,26,7,Friends,Nature,1.2,20,3118,711106,2.7,Had a wonderful time.,2025-05-04,2025-05-11,mobile,36,Wheelchair,English
5738,Kerala,Kerala,11.02256015712815,76.24129891097259,Backwater,Jan,Cold,3.7,Hard,8,6,Solo,Food,3.3,50,2390,971096,2.6,Not worth the price.,2025-05-15,2025-05-21,desktop,92,Kids,English
5739,Goa,Goa,15.283085969806285,74.16489073410389,Beach,Oct,Arid,2.7,Hard,24,6,Friends,Nature,3.7,20,4491,172782,3.2,Great for families.,2025-10-05,2025-10-11,mobile,47,Kids,English
5740,Jaipur,Rajasthan,26.885254914853395,75.61456216404784,Historical,Feb,Tropical,3.3,Hard,16,6,Couple,Nature,3.9,100,413,784144,4.8,Had a wonderful time.,2025-10-30,2025-11-05,mobile,17,Kids,Hindi
5741,Kerala,Kerala,10.839313044699917,76.31423533369797,Backwater,Jun,Temperate,2.8,Moderate,12,7,Family,Spiritual,4.4,0,3794,141780,1.9,Not worth the price.,2025-08-02,2025-08-09,desktop,4,Wheelchair,Other
5742,Rishikesh,Uttarakhand,30.103983973424274,78.46195567066643,Spiritual,Feb,Tropical,4.0,Moderate,19,8,Couple,Adventure,3.3,150,1956,867139,4.0,Could be better.,2025-08-10,2025-08-18,mobile,93,Kids,English
5743,Darjeeling,West Bengal,27.110374056219957,88.31136826709,Hill Station,May,Humid,4.7,Moderate,45,8,Family,Food,2.6,150,3454,902285,2.1,Could be better.,2025-05-10,2025-05-18,desktop,44,Wheelchair,English
5744,Leh,Ladakh,34.09415631256529,77.56127612871293,Adventure,Mar,Humid,3.8,Easy,31,11,Family,Nature,1.5,10,4702,779663,4.6,Had a wonderful time.,2025-06-07,2025-06-18,mobile,93,Kids,Hindi
5745,Jaipur,Rajasthan,26.859429809610386,75.85671156180537,Historical,Feb,Temperate,2.1,Moderate,49,1,Friends,Food,4.9,10,4116,493131,2.1,Amazing place!,2025-07-24,2025-07-25,desktop,9,None,Hindi
5746,Mysore,Karnataka,12.439871105142142,76.53967974255991,Heritage,Nov,Temperate,1.8,Moderate,36,8,Family,Spiritual,2.6,150,2490,853459,3.5,Could be better.,2025-08-23,2025-08-31,desktop,96,Kids,Other
5747,Goa,Goa,15.231950843614198,73.87083999357209,Beach,Sep,Cold,5.0,Hard,35,14,Friends,Food,2.8,50,4944,137066,4.3,Amazing place!,2025-12-02,2025-12-16,mobile,61,Wheelchair,English
5748,Kerala,Kerala,10.801543213953913,76.27929617690523,Backwater,Apr,Tropical,3.2,Easy,25,8,Family,Adventure,2.4,150,1482,324986,1.1,Amazing place!,2025-06-19,2025-06-27,desktop,99,Kids,English
5749,Kerala,Kerala,10.911353222249156,76.18893747079096,Backwater,Jan,Humid,3.6,Moderate,29,12,Family,Nature,3.8,50,504,503921,4.9,Not worth the price.,2025-04-13,2025-04-25,mobile,69,None,Hindi
5750,Udaipur,Rajasthan,24.658876722462423,73.79954866459659,Heritage,Dec,Temperate,2.8,Easy,10,14,Friends,Food,3.6,10,3226,315087,1.2,Could be better.,2025-03-10,2025-03-24,desktop,48,Kids,Other
5751,Varanasi,Uttar Pradesh,25.41628571036418,82.96806685985294,Spiritual,Jan,Humid,1.4,Easy,25,9,Couple,Spiritual,3.5,150,1180,877305,3.0,Great for families.,2025-03-04,2025-03-13,mobile,48,None,English
5752,Udaipur,Rajasthan,24.51778427713488,73.77050927651574,Heritage,Jun,Tropical,3.0,Hard,18,4,Friends,Adventure,3.7,10,221,613926,3.9,Amazing place!,2025-02-02,2025-02-06,mobile,88,Wheelchair,Hindi
5753,Udaipur,Rajasthan,24.826186916865687,73.56063291589932,Heritage,Oct,Tropical,3.9,Hard,21,5,Friends,Food,1.1,0,58,678298,1.2,Not worth the price.,2025-09-20,2025-09-25,mobile,15,None,Other
5754,Manali,Himachal Pradesh,32.22218282916551,77.0631252371272,Hill Station,Jan,Temperate,4.5,Easy,15,12,Couple,Nature,4.1,20,4664,519971,3.9,Had a wonderful time.,2025-12-12,2025-12-24,mobile,34,Wheelchair,Other
5755,Varanasi,Uttar Pradesh,25.364138877548278,82.90803033769564,Spiritual,Jan,Humid,1.8,Easy,19,4,Couple,Food,3.2,0,4193,131343,3.2,Could be better.,2025-09-28,2025-10-02,mobile,60,None,Other
5756,Darjeeling,West Bengal,26.98439510381387,88.11762451945299,Hill Station,Oct,Humid,2.2,Hard,43,3,Solo,Food,1.7,150,1954,217463,3.6,Amazing place!,2025-03-30,2025-04-02,desktop,79,Kids,English
5757,Mysore,Karnataka,12.326747493923557,76.64743154605583,Heritage,Jun,Humid,2.6,Hard,29,1,Couple,Spiritual,1.5,100,1648,403714,2.4,Not worth the price.,2025-08-18,2025-08-19,desktop,44,Wheelchair,English
5758,Mysore,Karnataka,12.2167337640942,76.70094288705057,Heritage,Mar,Tropical,1.1,Hard,26,11,Friends,Spiritual,2.5,10,123,220920,1.6,Not worth the price.,2025-03-13,2025-03-24,mobile,72,None,Other
5759,Leh,Ladakh,34.22526807660581,77.539857225027,Adventure,Jan,Arid,1.2,Hard,9,8,Couple,Adventure,2.5,0,1496,949526,3.8,Amazing place!,2025-06-19,2025-06-27,mobile,7,Wheelchair,Hindi
5760,Kerala,Kerala,10.822723777006416,76.13248936714811,Backwater,Oct,Arid,2.7,Moderate,42,6,Family,Food,1.3,0,3357,614761,4.5,Amazing place!,2025-01-07,2025-01-13,mobile,35,None,Hindi
5761,Darjeeling,West Bengal,27.046237582286523,88.11586293796559,Hill Station,Apr,Arid,5.0,Moderate,37,10,Friends,Nature,1.4,0,1507,711080,4.5,Could be better.,2025-03-12,2025-03-22,desktop,72,None,Other
5762,Udaipur,Rajasthan,24.613569608842205,73.56797486179781,Heritage,Mar,Tropical,4.8,Moderate,7,12,Solo,Adventure,2.5,10,4600,318856,2.8,Had a wonderful time.,2025-09-19,2025-10-01,mobile,91,Wheelchair,English
5763,Varanasi,Uttar Pradesh,25.495462068739148,82.87581271352958,Spiritual,Sep,Tropical,4.4,Moderate,20,12,Family,Culture,4.8,150,1999,165696,3.5,Not worth the price.,2025-04-27,2025-05-09,desktop,30,None,Hindi
5764,Udaipur,Rajasthan,24.477235812464603,73.66045916996434,Heritage,Sep,Humid,3.0,Hard,7,10,Friends,Culture,4.8,10,3584,555261,3.5,Amazing place!,2025-06-06,2025-06-16,mobile,89,Kids,Hindi
5765,Kerala,Kerala,10.780429116868184,76.26451322794723,Backwater,Aug,Arid,4.5,Easy,6,1,Friends,Nature,2.9,100,3892,449546,2.8,Amazing place!,2025-08-01,2025-08-02,mobile,69,Kids,English
5766,Leh,Ladakh,34.09522561357463,77.64283962388296,Adventure,Jul,Cold,2.0,Easy,41,2,Family,Spiritual,1.1,0,2497,614799,3.5,Had a wonderful time.,2025-10-25,2025-10-27,desktop,4,None,Hindi
5767,Kerala,Kerala,11.004144364534492,76.28993197892837,Backwater,Mar,Temperate,4.5,Easy,47,2,Couple,Culture,1.3,100,2027,379014,4.3,Great for families.,2025-05-19,2025-05-21,mobile,26,Wheelchair,English
5768,Darjeeling,West Bengal,26.975990005404075,88.42288389323517,Hill Station,Apr,Temperate,3.1,Easy,6,2,Solo,Culture,4.1,150,3437,361996,2.5,Could be better.,2025-02-13,2025-02-15,mobile,60,None,English
5769,Leh,Ladakh,34.43387233187966,77.60209751761977,Adventure,May,Cold,3.6,Hard,32,7,Family,Nature,3.4,100,4412,569391,3.9,Had a wonderful time.,2025-02-14,2025-02-21,mobile,7,None,Other
5770,Udaipur,Rajasthan,24.53628612631661,73.70780481147087,Heritage,Jun,Tropical,5.0,Moderate,39,1,Friends,Culture,1.6,20,2989,598073,1.7,Amazing place!,2025-10-25,2025-10-26,desktop,30,Kids,Hindi
5771,Darjeeling,West Bengal,27.007217290722448,88.21230674881103,Hill Station,Nov,Humid,3.2,Easy,24,4,Family,Food,3.0,100,3347,501668,4.1,Could be better.,2025-02-21,2025-02-25,desktop,8,None,English
5772,Kerala,Kerala,10.88516034099409,76.26459853275395,Backwater,May,Arid,4.3,Hard,44,7,Friends,Adventure,1.9,100,2877,738963,1.2,Not worth the price.,2025-03-05,2025-03-12,desktop,79,Kids,Hindi
5773,Darjeeling,West Bengal,27.055242153067343,88.09099701789653,Hill Station,Jun,Temperate,2.5,Easy,13,3,Couple,Relaxation,4.4,150,992,263739,1.7,Could be better.,2025-06-27,2025-06-30,desktop,10,Kids,English
5774,Jaipur,Rajasthan,26.86979817841367,75.8888644548805,Historical,Apr,Cold,3.2,Moderate,19,11,Solo,Adventure,2.9,100,3244,406832,2.8,Amazing place!,2025-06-03,2025-06-14,desktop,56,Kids,Other
5775,Mysore,Karnataka,12.311895716561905,76.67715470801339,Heritage,Sep,Cold,2.2,Moderate,24,14,Family,Spiritual,4.3,20,1344,123616,3.1,Could be better.,2025-05-17,2025-05-31,desktop,91,Wheelchair,Hindi
5776,Udaipur,Rajasthan,24.59457497252006,73.81519175903917,Heritage,Feb,Humid,4.0,Moderate,43,4,Solo,Relaxation,3.4,150,1372,547661,2.0,Had a wonderful time.,2025-03-20,2025-03-24,desktop,91,Kids,Hindi
5777,Udaipur,Rajasthan,24.476049929399142,73.77122498784813,Heritage,Mar,Tropical,2.3,Moderate,21,9,Family,Relaxation,4.7,10,3855,235171,1.6,Amazing place!,2025-02-15,2025-02-24,desktop,7,Kids,Hindi
5778,Rishikesh,Uttarakhand,30.113941368781756,78.24970737495207,Spiritual,Feb,Arid,3.4,Hard,49,8,Couple,Adventure,4.5,50,3875,474645,4.4,Amazing place!,2025-12-25,2026-01-02,mobile,21,Wheelchair,Hindi
5779,Manali,Himachal Pradesh,32.17567415156303,77.21343105112467,Hill Station,Oct,Arid,4.3,Easy,20,13,Couple,Culture,1.9,0,968,860079,3.5,Had a wonderful time.,2025-02-20,2025-03-05,desktop,78,Wheelchair,Other
5780,Varanasi,Uttar Pradesh,25.315275879944025,83.0338138893369,Spiritual,Nov,Temperate,3.3,Moderate,35,12,Couple,Food,4.8,10,679,587039,2.6,Could be better.,2025-10-11,2025-10-23,mobile,24,Kids,English
5781,Kerala,Kerala,10.985766983787578,76.16051166317075,Backwater,May,Tropical,4.5,Easy,44,7,Family,Food,3.9,0,2124,252924,2.4,Could be better.,2025-04-17,2025-04-24,desktop,18,Wheelchair,Hindi
5782,Varanasi,Uttar Pradesh,25.563225166347795,83.03234318367763,Spiritual,Jul,Humid,3.2,Moderate,13,3,Couple,Nature,3.5,0,1460,551583,1.2,Great for families.,2025-08-07,2025-08-10,desktop,68,Kids,Hindi
5783,Goa,Goa,15.172540268035686,74.23397476562847,Beach,Mar,Cold,4.5,Hard,14,13,Couple,Spiritual,1.2,150,3038,713845,4.9,Great for families.,2025-05-07,2025-05-20,mobile,80,Kids,English
5784,Darjeeling,West Bengal,27.04204661230598,88.18595883025847,Hill Station,Oct,Humid,2.4,Easy,12,11,Family,Spiritual,1.9,0,3560,872698,2.6,Not worth the price.,2025-05-26,2025-06-06,desktop,45,Wheelchair,Hindi
5785,Varanasi,Uttar Pradesh,25.21183245086843,83.08949542589968,Spiritual,Sep,Humid,2.4,Easy,9,14,Family,Nature,2.4,100,4520,515794,3.4,Great for families.,2025-07-20,2025-08-03,desktop,41,Wheelchair,English
5786,Kerala,Kerala,10.939228098649586,76.24549491987815,Backwater,Jan,Temperate,1.5,Hard,5,14,Family,Adventure,4.1,100,881,336231,1.2,Great for families.,2025-02-14,2025-02-28,desktop,79,None,Other
5787,Manali,Himachal Pradesh,32.1157985490303,77.28185795985318,Hill Station,Nov,Humid,3.5,Hard,28,7,Solo,Adventure,3.0,10,1745,353118,2.0,Had a wonderful time.,2025-09-24,2025-10-01,desktop,66,Wheelchair,Hindi
5788,Mysore,Karnataka,12.298251661015728,76.74621365380466,Heritage,Oct,Arid,2.2,Hard,25,9,Family,Nature,3.9,0,353,810609,2.4,Amazing place!,2025-09-22,2025-10-01,mobile,48,Kids,Other
5789,Jaipur,Rajasthan,27.027352143830456,75.97702586957455,Historical,Jul,Tropical,2.5,Hard,10,1,Solo,Nature,4.4,100,4228,560297,3.2,Amazing place!,2025-02-18,2025-02-19,mobile,68,Kids,Other
5790,Jaipur,Rajasthan,26.857427827162905,75.73789723273687,Historical,Sep,Temperate,2.5,Moderate,34,11,Solo,Relaxation,3.4,150,2711,478289,3.9,Great for families.,2025-07-21,2025-08-01,mobile,17,Wheelchair,English
5791,Kerala,Kerala,10.865293946496921,76.25275733477483,Backwater,May,Cold,3.6,Easy,48,7,Friends,Culture,3.0,50,1226,208391,2.1,Had a wonderful time.,2025-06-23,2025-06-30,desktop,21,Wheelchair,English
5792,Varanasi,Uttar Pradesh,25.22779533391698,82.90751524921052,Spiritual,Mar,Temperate,2.0,Moderate,26,12,Solo,Culture,1.5,150,3717,229468,3.4,Had a wonderful time.,2025-12-20,2026-01-01,desktop,41,Wheelchair,Hindi
5793,Darjeeling,West Bengal,27.058488470509005,88.2528276768556,Hill Station,Jan,Temperate,4.6,Hard,48,8,Solo,Culture,2.4,0,1622,150060,3.7,Amazing place!,2025-03-24,2025-04-01,mobile,27,None,Other
5794,Rishikesh,Uttarakhand,30.15944870218281,78.30707944039342,Spiritual,May,Cold,5.0,Easy,35,1,Friends,Adventure,3.4,0,1087,501996,4.0,Not worth the price.,2025-06-15,2025-06-16,desktop,41,Kids,English
5795,Mysore,Karnataka,12.391248834311604,76.6672908198791,Heritage,Mar,Humid,4.7,Easy,37,5,Solo,Culture,4.3,0,3798,328669,1.3,Had a wonderful time.,2025-04-28,2025-05-03,desktop,78,None,English
5796,Varanasi,Uttar Pradesh,25.367222349271543,83.08295028101091,Spiritual,Dec,Arid,4.4,Easy,46,11,Friends,Food,4.1,50,2768,747826,3.4,Could be better.,2025-04-08,2025-04-19,mobile,41,None,Hindi
5797,Mysore,Karnataka,12.321995364063495,76.54932306757392,Heritage,Aug,Cold,1.1,Hard,25,12,Friends,Relaxation,1.8,50,3008,311766,1.4,Could be better.,2025-10-13,2025-10-25,desktop,39,Kids,English
5798,Manali,Himachal Pradesh,32.18121952672799,77.15341010622417,Hill Station,Apr,Temperate,3.2,Moderate,12,9,Friends,Nature,3.5,50,4405,330296,2.5,Could be better.,2025-08-12,2025-08-21,desktop,25,Wheelchair,Other
5799,Jaipur,Rajasthan,26.89130258666311,75.79768773192772,Historical,Nov,Temperate,1.9,Hard,12,13,Family,Nature,1.7,0,944,218818,2.9,Great for families.,2025-09-24,2025-10-07,desktop,29,Wheelchair,Other
5800,Udaipur,Rajasthan,24.506948517632228,73.67096150773587,Heritage,Jun,Temperate,1.7,Hard,13,13,Family,Food,1.8,10,1903,885504,4.0,Had a wonderful time.,2025-04-30,2025-05-13,mobile,84,Kids,Hindi
5801,Udaipur,Rajasthan,24.617587652694574,73.77194101340807,Heritage,May,Temperate,1.2,Moderate,27,13,Family,Spiritual,3.1,0,864,815095,3.8,Had a wonderful time.,2025-10-19,2025-11-01,desktop,56,None,English
5802,Udaipur,Rajasthan,24.66266913654363,73.81385484587376,Heritage,Jul,Humid,3.7,Moderate,49,1,Friends,Relaxation,1.3,20,2747,840181,4.8,Could be better.,2025-04-21,2025-04-22,mobile,77,Kids,Other
5803,Udaipur,Rajasthan,24.622990714318732,73.7536039718917,Heritage,May,Arid,4.0,Easy,12,4,Couple,Food,2.1,150,1608,590482,1.7,Could be better.,2025-09-08,2025-09-12,mobile,50,None,Hindi
5804,Goa,Goa,15.363550193306692,74.06086512821648,Beach,Feb,Arid,1.0,Hard,26,10,Family,Nature,4.1,150,1359,787125,4.6,Could be better.,2025-04-27,2025-05-07,mobile,87,None,Other
5805,Manali,Himachal Pradesh,32.18123204117312,77.2466934217739,Hill Station,Sep,Cold,4.4,Hard,28,8,Couple,Relaxation,3.9,10,2037,661408,4.5,Had a wonderful time.,2025-03-14,2025-03-22,mobile,92,None,English
5806,Goa,Goa,15.349243074160718,74.01832123744649,Beach,Apr,Arid,2.9,Easy,27,3,Couple,Culture,4.4,10,2504,344559,2.6,Could be better.,2025-12-17,2025-12-20,mobile,92,Kids,English
5807,Jaipur,Rajasthan,26.921031485940798,75.75542542967935,Historical,Jun,Tropical,4.5,Easy,5,12,Couple,Nature,1.3,0,3418,441389,2.7,Had a wonderful time.,2025-05-19,2025-05-31,mobile,51,Wheelchair,English
5808,Udaipur,Rajasthan,24.47362641162373,73.66775364638936,Heritage,Apr,Temperate,1.6,Hard,11,9,Family,Spiritual,4.7,150,2962,408638,3.0,Not worth the price.,2025-11-13,2025-11-22,desktop,86,Wheelchair,English
5809,Varanasi,Uttar Pradesh,25.41974808958175,82.9243658645136,Spiritual,Aug,Arid,4.2,Easy,25,5,Solo,Spiritual,3.5,100,4771,932342,1.8,Had a wonderful time.,2025-03-23,2025-03-28,mobile,87,None,Hindi
5810,Goa,Goa,15.302194343552133,74.05264534498782,Beach,Apr,Arid,2.6,Easy,29,6,Solo,Spiritual,4.4,150,1360,364821,3.0,Could be better.,2025-04-05,2025-04-11,mobile,1,None,Other
5811,Kerala,Kerala,10.87588386420847,76.28572853018046,Backwater,Jun,Arid,4.1,Easy,9,11,Friends,Spiritual,3.1,100,1910,655670,3.3,Amazing place!,2025-08-11,2025-08-22,desktop,78,Kids,English
5812,Jaipur,Rajasthan,26.925714742174062,75.73351627208858,Historical,Sep,Cold,2.4,Moderate,37,13,Family,Spiritual,2.4,100,721,612718,4.2,Could be better.,2025-12-07,2025-12-20,mobile,43,Kids,Hindi
5813,Rishikesh,Uttarakhand,30.144923415174265,78.2386511487881,Spiritual,May,Humid,4.5,Easy,42,4,Family,Nature,4.3,20,2924,683473,3.9,Had a wonderful time.,2025-05-11,2025-05-15,desktop,28,Kids,Hindi
5814,Rishikesh,Uttarakhand,30.064809854200153,78.1222459585394,Spiritual,Oct,Cold,1.3,Easy,42,1,Couple,Food,1.5,0,4768,186377,1.4,Could be better.,2025-03-22,2025-03-23,desktop,52,Kids,Hindi
5815,Udaipur,Rajasthan,24.34621939476323,73.73308426387284,Heritage,Mar,Tropical,2.4,Hard,38,7,Family,Adventure,3.4,20,3185,855521,3.9,Had a wonderful time.,2025-02-08,2025-02-15,mobile,76,None,Hindi
5816,Mysore,Karnataka,12.194042036831522,76.43892848685631,Heritage,Nov,Cold,4.3,Moderate,37,13,Friends,Culture,4.8,0,3088,231335,2.2,Could be better.,2025-06-23,2025-07-06,desktop,44,Wheelchair,English
5817,Goa,Goa,15.233160138956393,74.27484084050015,Beach,Jan,Tropical,3.3,Easy,6,4,Family,Nature,1.4,50,4553,161846,1.7,Great for families.,2025-07-20,2025-07-24,mobile,30,None,Hindi
5818,Darjeeling,West Bengal,26.97317966339459,88.2331377024314,Hill Station,Jul,Arid,2.9,Moderate,45,9,Family,Food,2.0,50,3401,469758,1.8,Not worth the price.,2025-06-25,2025-07-04,desktop,55,None,Other
5819,Kerala,Kerala,10.751087303469035,76.31518362290896,Backwater,Oct,Temperate,5.0,Moderate,13,12,Friends,Relaxation,2.6,100,3109,871964,2.2,Amazing place!,2025-01-03,2025-01-15,mobile,83,Kids,Hindi
5820,Goa,Goa,15.137389401659533,74.15442903636959,Beach,Dec,Cold,4.9,Hard,12,5,Family,Nature,2.9,50,3150,596299,4.3,Had a wonderful time.,2025-01-20,2025-01-25,desktop,57,Wheelchair,Other
5821,Udaipur,Rajasthan,24.612635506307285,73.5998019357282,Heritage,Sep,Cold,3.5,Hard,32,7,Friends,Adventure,4.9,0,3191,200218,1.1,Not worth the price.,2025-02-17,2025-02-24,mobile,72,Wheelchair,Other
5822,Darjeeling,West Bengal,27.097890233271546,88.43821742296748,Hill Station,Oct,Tropical,4.8,Easy,44,11,Solo,Relaxation,1.4,20,4510,303315,1.7,Could be better.,2025-03-26,2025-04-06,desktop,13,None,Hindi
5823,Varanasi,Uttar Pradesh,25.372975189848415,83.03831836456847,Spiritual,Dec,Temperate,2.4,Hard,22,5,Couple,Nature,2.3,150,133,105543,2.7,Not worth the price.,2025-12-29,2026-01-03,desktop,6,None,Other
5824,Mysore,Karnataka,12.255081630004684,76.70770619862468,Heritage,Sep,Humid,4.5,Easy,44,11,Solo,Food,4.8,50,4734,762818,3.1,Great for families.,2025-08-18,2025-08-29,desktop,50,Kids,Other
5825,Rishikesh,Uttarakhand,30.151972445176273,78.1746386334058,Spiritual,Dec,Humid,3.4,Easy,37,7,Couple,Culture,1.7,0,1296,681064,4.8,Not worth the price.,2025-01-28,2025-02-04,mobile,12,None,Hindi
5826,Mysore,Karnataka,12.303787199403539,76.59086305215267,Heritage,Nov,Temperate,1.7,Easy,48,9,Couple,Relaxation,2.6,100,1505,358714,3.3,Great for families.,2025-03-24,2025-04-02,desktop,52,None,Other
5827,Goa,Goa,15.110341813171072,74.15810677896495,Beach,Nov,Humid,4.5,Easy,32,12,Friends,Culture,4.6,20,3841,630466,3.6,Great for families.,2025-01-09,2025-01-21,mobile,44,None,English
5828,Leh,Ladakh,34.09383885956178,77.55156007176988,Adventure,Nov,Humid,2.7,Easy,25,14,Family,Food,2.5,100,1001,427386,2.3,Amazing place!,2025-12-01,2025-12-15,desktop,53,Kids,English
5829,Varanasi,Uttar Pradesh,25.249468435011345,83.06371161506696,Spiritual,Apr,Cold,1.5,Hard,14,8,Friends,Adventure,2.8,10,954,132491,1.0,Not worth the price.,2025-08-20,2025-08-28,desktop,30,None,Other
5830,Udaipur,Rajasthan,24.540501634257343,73.54279129938722,Heritage,Oct,Temperate,1.7,Moderate,20,10,Couple,Food,1.9,10,2705,936911,2.1,Amazing place!,2025-07-07,2025-07-17,mobile,51,Wheelchair,Hindi
5831,Jaipur,Rajasthan,26.948809652835195,75.754562567375,Historical,Oct,Cold,1.9,Easy,8,7,Solo,Nature,1.1,100,4514,628924,3.3,Had a wonderful time.,2025-03-07,2025-03-14,mobile,71,Kids,English
5832,Jaipur,Rajasthan,26.758588670882247,75.65151518388704,Historical,Sep,Humid,2.0,Easy,29,3,Solo,Food,2.2,20,1605,449154,4.2,Not worth the price.,2025-05-20,2025-05-23,desktop,32,Kids,English
5833,Manali,Himachal Pradesh,32.19378755050145,77.27622604025292,Hill Station,May,Tropical,3.9,Easy,45,8,Friends,Culture,2.7,50,4397,665432,3.5,Could be better.,2025-10-01,2025-10-09,mobile,20,Kids,English
5834,Goa,Goa,15.272343843452337,74.22118367932619,Beach,Sep,Humid,2.1,Moderate,14,6,Couple,Food,4.5,150,385,303465,3.5,Had a wonderful time.,2025-10-14,2025-10-20,mobile,81,Kids,English
5835,Leh,Ladakh,34.16256772488579,77.71084165417447,Adventure,Aug,Temperate,2.0,Easy,33,3,Couple,Spiritual,4.4,0,4942,255539,4.5,Had a wonderful time.,2025-12-13,2025-12-16,desktop,60,Wheelchair,Other
5836,Jaipur,Rajasthan,26.975541643070482,75.82416281436952,Historical,Jun,Cold,3.4,Easy,23,4,Solo,Relaxation,3.1,50,4619,581852,4.9,Not worth the price.,2025-09-18,2025-09-22,desktop,63,Wheelchair,English
5837,Goa,Goa,15.356467395787583,74.20969541939321,Beach,Sep,Tropical,4.4,Easy,48,7,Solo,Adventure,4.5,50,4012,600485,4.7,Had a wonderful time.,2025-01-04,2025-01-11,desktop,5,None,Hindi
5838,Leh,Ladakh,33.93851966524561,77.60320751762467,Adventure,Mar,Temperate,2.6,Moderate,32,14,Couple,Relaxation,3.6,20,4151,940383,4.0,Great for families.,2025-02-05,2025-02-19,desktop,9,Kids,Other
5839,Jaipur,Rajasthan,26.87093799942219,75.66714604649906,Historical,Aug,Humid,2.3,Moderate,29,1,Family,Culture,4.9,50,541,686541,4.0,Could be better.,2025-08-06,2025-08-07,desktop,88,Kids,Hindi
5840,Mysore,Karnataka,12.229340212498263,76.70701965117257,Heritage,Mar,Arid,2.5,Hard,5,11,Friends,Adventure,4.7,150,1944,578664,4.1,Not worth the price.,2025-03-20,2025-03-31,mobile,38,Kids,Other
5841,Mysore,Karnataka,12.092632196576773,76.59007163333618,Heritage,Feb,Arid,3.0,Easy,33,12,Friends,Culture,3.4,0,2523,892332,3.1,Could be better.,2025-03-14,2025-03-26,mobile,7,Kids,English
5842,Kerala,Kerala,10.927684876589927,76.24554936468338,Backwater,Nov,Cold,1.1,Hard,19,7,Couple,Spiritual,3.1,0,537,986857,1.7,Could be better.,2025-09-24,2025-10-01,desktop,10,None,English
5843,Manali,Himachal Pradesh,32.240586994990245,77.23672617118524,Hill Station,Mar,Cold,2.3,Moderate,18,11,Couple,Culture,4.1,150,3649,701841,2.5,Not worth the price.,2025-11-28,2025-12-09,desktop,17,Kids,Other
5844,Leh,Ladakh,34.23473920466085,77.54651456313836,Adventure,Apr,Tropical,2.7,Moderate,47,10,Solo,Culture,2.7,0,838,517075,4.5,Could be better.,2025-08-08,2025-08-18,mobile,64,Kids,Other
5845,Rishikesh,Uttarakhand,30.265008906825372,78.19319869072385,Spiritual,Nov,Cold,4.6,Hard,22,13,Friends,Food,2.3,100,1060,805970,2.1,Amazing place!,2025-11-09,2025-11-22,desktop,46,Wheelchair,Other
5846,Varanasi,Uttar Pradesh,25.481786991976612,82.80499121359045,Spiritual,Jul,Cold,4.7,Easy,24,12,Couple,Spiritual,4.0,10,4244,919808,3.8,Had a wonderful time.,2025-03-05,2025-03-17,mobile,74,None,English
5847,Darjeeling,West Bengal,26.929472095966585,88.24475947714924,Hill Station,Feb,Humid,4.8,Hard,14,5,Couple,Adventure,2.6,150,3359,149814,1.9,Could be better.,2025-03-15,2025-03-20,desktop,99,Kids,Hindi
5848,Rishikesh,Uttarakhand,29.88652755317707,78.36698698468122,Spiritual,Aug,Temperate,3.1,Easy,9,11,Couple,Nature,2.2,150,1921,379870,3.7,Could be better.,2025-02-20,2025-03-03,desktop,61,Kids,Other
